name	2016-05-20	2016-05-21	2016-05-22	2016-05-23	2016-05-24	2016-05-25	2016-05-26	2016-05-27	2016-05-28	2016-05-29	2016-05-30	2016-05-31	2016-06-01	2016-06-02	2016-06-03	2016-06-04	2016-06-05	2016-06-06	2016-06-07	2016-06-08	2016-06-09	2016-06-10	2016-06-11	2016-06-12	2016-06-13	2016-06-14
周末同床											1460															
深夜书店												3763	5051	3677	3663	3742	3083									
深夜书店2												2935	4260	2978	3135	3029	2687									
好先生电视剧												2605	2728											2137	2389	2490
狼牙棒												2051	2330	8760	3130	2693	2879									
贞子大战笔仙												1920														
晚娘												1866														
霜花店电影完整版												1857														
翻译官电视剧全集												1832	1727	2394	2620	2746	2587	2260	2544	2505	2738	2502	2737	2159	1989	
幸福又见彩虹												1816	4224	3045	2488	2726	4095	2173	2640	3157	3423	4194	3980	4641	1805	
狼牙棒电视剧												1755														
冥界警局												1642														
又吴海英9												1612														
第三种爱情												1603														
咒怨												1577		1690												
权利的游戏第一季												1570		1714											1898	1782
灌篮高手												1565														
亲爱的												1554		1844	1901											
烟袋斜街10号													4687	2312	1956					3322	4794	5275	5454	5600	4206	5778
纽约纽约													3193	4480	4767	5300	4912	3140	2478	2443	2748	3062	2352			
惊天魔盗团2													2737	2320	2503	3314	2949	2899	2316	2408	3149	3767	3520	4274	3842	4307
戏子韩国													2327													
惊天魔盗团													2307	2256	2392	2838	2980	2275	1986	2252	2885	3430	2848	3294	2829	3008
爸爸的好儿子													2290													
女不强大天不容													2066	1640	2090	2497	3533	3615	3904	4200	10730	14191	8974	7086	5686	5711
冰川时代													1869	2088	2379	2488	2383	1859								
王宝强电影大全													1775	1869				2016	1891	2114					1836	
宫锁心玉													1679	1934	1938				1917	2189					1677	2332
色情片三级片性交													1675		1880	2592	2498	1923	1943							
任达华电影全集													1673													
性爱														3533	4484	5746	6071	4648	4377	5203	6794	6741	5607	4630	3918	3948
春心荡漾第一季														2709	3486	2343										
至尊无赖														2647												
欲奴第一季电视剧全集														2308												
屏息														2113	2406	2665										
超级恋人														2065												
戏子13														1994												
再见美人鱼 下）														1977	1840	3151	3271	2140	2037	2256	2730					
春心荡漾														1933	2504											
麻辣俏护士														1912	2630	3296	2862	2990	2487			4909	4658	3209	2119	1956
猛龙特囧														1838												
报告老板														1768												
三八线全集														1721	1942			2071	2344				2344	2374	2567	2532
红楼梦														1715					2040	2075				1945	1846	2126
彭德怀元帅电视剧														1660				1976	1927				2531	2665	2629	2504
三妹电视剧全集														1656					2158	2079						
拜托了冰箱														1640												
妖医														1633												
大内密探王二狗															6964	6231	9685	3183	2333	2155						
四大名助第二季															5289	2768						5663	2945	2039		
裴斗娜															4892	2806										
天启															3500	5038	5272	3802	4481	4513	5520	5368	5347	4604	4141	3893
邻居大战															3399	6058	4564	2713	2281	2120						
X战警：第一战															2876	4965	6114	4620	4307	4437	5111	4784	4143	3324	2773	2614
奇妙的时光之旅未删减版															2792			2830	2754	2748	2789					
天启x战警															2639	3607	3759	3061	3533	3755	4679	4880	4651	4332	3872	3624
X战警3：背水一战															2263	3433	4192	2988	3068	3198	3791	3497	3233	2652	2181	2043
仓鼠管家															2197											
喜爱夜蒲1															2060		2403		2007	2270	2674	2954	2364		1676	1750
勇者大冒险															1974											
宫锁沉香															1821											
挑战者联盟第二季																7275	28001	8838	5702	4419	4943	3895	6471	9574	6291	5161
普罗米修斯																2883	3852	3190	2618	3790	6136	7408	2811		1694	
黄色片																2768	2588			2580	4193	4023	3483	2081	1759	1850
外出																2598	2793		3991	11951	15399	11657	10308	11205	8045	9959
西游记之三打白骨精																2560										
激情																2449	2428				2779	3027	2344			
老九门																2407	2583		2174	2034	2593				1714	1998
唐嫣																2394				2033	2930	2814		2142	2058	1909
阴阳先生																2386										
欲奴一季																	13077	17329	17759	5696	4774	4085	5626	6430	5127	2646
欲奴第一季四																	9961	1878						2031	1763	
欲奴第一季第四集																	7783	9954	8619	2103				2876		
挑战者联盟																	6506	2521	1947				2866	3100	2123	1821
情满雪阳花																	4401	2404	5626	6778	4392	5249	6147	16160	19105	19869
澳门3																	4358									
黄宗泽																	3851	2200								
过年好																	3748									
少年派的奇幻漂流																	3054	1856								
绿灯侠																	2859									
张翰																	2818									
是！尚先生																	2699	2037	2482	11117	83798	38348	18193	17482	19368	18812
偏偏喜欢你																	2677	2274	1940	2196	2818	3236	3044	2719	2396	2469
猩球崛起																	2588	2312	1937	2581	3971	5102	7920	3031	2297	1829
背着奶奶进城电视剧40集																	2569									
史前怪兽																	2524					2514				
欲奴第四																	2490									
芭比																	2443				3299	2997	2883			
昙花梦																		8836	5299	6665	8130	5501	4362	3415	2567	2594
吉祥天宝																		8804	24499	18351	17254	15419	17256	13791	9848	8211
欲奴笫五																		4874								
透鲜的星期天																		3549								
僵尸归来3风吹头弯																		3424	7119	8357	10365	10384	10379	7775	11055	10213
我的危险妻子																		3120	3716	2602		2538	2395	1992		1768
十二王子之帅气牛仔																		2995	6584	2601				2378	2191	2346
欲奴第一季第																		2498	2020							
超新约全书																		2311								
良辰之屋2																		2193	3090	3065	3576	3390	3080	4775	4711	5256
良辰之屋																		2054	2366	2166	2576	2835	2419	5523	7680	6901
我和她的传奇情仇																		2007	4264	5921	5865	6291	8179	8509	9019	9458
港媳嫁到																		1897	4063	4106	3088	3314	3397	3683	3552	3919
德云社																		1828								
欲奴第一季第五集																			8001	14344	22243	25068	26402	37621	23807	20398
我的朋友陈白露小姐																			5002	10829	11190	8822	9506	7953	5385	6766
我的黑道妹妹																			4706	8268	6050	4582	5950	4015	2744	2079
吉祥天宝电视剧																			3743	2397	2532		2632	2217		
极乐空间																			3669	3007						
大灌篮																			2788	3440						
欲奴第五集																			2529	2705	3731					
择天记																			2480	2593						
push																			2455	2267					2019	1920
双子神偷																			2410							
如果爱																			2333							
有夫之妇																			2272							
十二王子																			2259							
左耳																			2252							
韩国爱情电影大全电影免费																			2002	2345	2688	2687		2171	2759	2383
龙之战																			1976							
全城高考																			1923							
匹夫英雄																			1912				2569	2964	2757	2949
泰国电视剧国语版全部																			1873					2254	2389	2054
喜剧片电影大全免费																			1865	2030						
魔兽世界																				4155	5893	6193	5275	4765	3875	3762
爱情动作片																				3891	5016	4634	3841	2550	2681	1913
十二王子之帅气牛仔3																				3670						
十二王子之牛仔																				3629	4827	3712	3212	2866		
微微一笑很倾城																				3067	3365					
爱情动作片电影																				2719	3570	3552	2641	2321	2136	
再见，老婆大人																				2457	3077	4347	5451	6430	5894	11104
我的老婆未成年2																				2438	2946	2745	2479	3095	3126	2677
魔兽战场																				2270	2684	2824	2467	2242	1885	1866
是尚先生																				2266	12050	3658				
爵迹																				2152	2699	2505	5085	5530	4153	3465
梦想合伙人电影完整版																					6874	2611				
一路向西电影完整版																					4067		3756	3221	3008	2923
尚先生																					4052					
熊出没之秋日团团转																					3828	10560	14316	9263	8905	9154
梦想合伙人电影																					3409					
东京食尸鬼第一季																					3295		2536			
黄色视频																					3206	3278				
色情片三级片																					3111	3562	2840	2124	2450	3061
是尚先生电视剧																					2977					
好运罗曼史4																					2879					
道士出山																					2731	2537				
爱情动作片电影大全																					2703	3231	2664			
极品新娘																					2684	3851	3418	2635	3051	3029
魔兽世界电影																					2646	3199	3023	2731	2104	1952
做爱的激情视频																					2614	2643				
灵魂摆渡2																					2606					
动漫大全																					2596	2628	3732			
上瘾未删减版																					2580					
喜爱夜蒲																					2556	2514			1683	
微微一笑很倾城电视剧																					2552					
盗墓笔记第2季电视剧																					2521					
戏子韩剧																						7712	5744	2264		2908
外出电影																						7054	7504	9196	6075	8682
外出韩国电影																						3969	3909	4868	2341	2753
大宅男																						3943				
放羊的星星																						3733				
十二王子之帅气牛仔第三集																						3004				
变身小姐																						2733				
黄片大全																						2577				
异形																						2575				
好运罗曼5																						2522				
丧尸																						2518				
麻雀																						2487	2469	1927		
白玉兰奖2016																							5788			
百万巨鳄																							3413			
隔壁惊魂																							3049	1974		
我们的法则																							2995	9021	4532	3517
猩球崛起：黎明之战																							2965			
好运罗曼史01																							2787		2226	
三级片电影‘黄片																							2681	2496	2191	2237
纯熟意外																							2550	2226	1949	2501
魔女宝鉴电视剧																							2517	3246	2398	2172
请回答1988全集																							2491	2112	1827	1793
加油美少女																							2426			
泰国电视剧大全																							2420			
Healer																							2356			
黄色电影大全																							2355			
猩球崛起2																							2269			
加油！美少女																								6667	2795	2480
余罪全集																								4020	2097	
深宫遗梦																								3995		
余罪第二季13集																								3919	1684	2223
余罪2																								3656		
余罪第1季全集																								3549	2244	
魔兽之副本人生																								3211	4663	3807
谋杀似水年华																								3180		
狭路																								3109	3186	3161
十二王子之帅气牛仔第四集																								3064	3595	3215
余罪第2季全集																								2606		
一路顺疯																								2598		
良辰之屋1																								2555	4115	3526
欲奴第一季第一集																								2394	2304	
空中尸变																								2292	2211	2482
顿悟之白骨美人心																								2250		
外出电影完整版																								2242	2227	3385
余罪第2季																								2215		
城市猎人																								2214	1884	1942
美国大片电影																								2055		
余罪2季																								1989		
oh我的维纳斯																									2798	5807
良辰之屋3																									2515	2397
痞子英雄之全面开战																									2512	
致青春																									2169	2104
济公传																									2126	2517
致青春2：原来你还在这里																									1909	1829
三八线电视剧全集																									1891	1804
我们的纯真年代																									1774	2034
封神传奇																									1743	
老笠																									1721	2060
我们毕业了																									1714	
她很漂亮韩剧全集																									1660	
戏子16集																										2946
好运罗曼史07																										2905
吸血鬼日记第一季																										2882
高跟鞋先生																										2825
致我们终将逝去的青春																										2793
吸血鬼日记 第五季																										2329
新桃太郎																										2249
我的维纳斯																										2231
死神来了5																										2210
炎亚纶																										2110
吸血鬼日记第二季																										2066
绿箭侠																										2029
又吴海英11																										1963
吸血鬼日记第三季																										1847
宋小宝小品集锦																										1804
招魂2																										1766
